1 1 0.000284
1 2 0.000567
1 3 0.000851
1 4 0.001134
1 5 0.001416
1 6 0.001698
1 7 0.001980
1 8 0.002260
1 9 0.002540
1 10 0.002818
1 11 0.003095
1 12 0.003372
1 13 0.003646
1 14 0.003919
1 15 0.004190
1 16 0.004460
1 17 0.004727
1 18 0.004993
1 19 0.005256
1 20 0.005517
1 21 0.005775
1 22 0.006031
1 23 0.006283
1 24 0.006534
1 25 0.006780
1 26 0.007024
1 27 0.007264
1 28 0.007501
1 29 0.007734
1 30 0.007964
1 31 0.008189
1 32 0.008410
1 33 0.008627
1 34 0.008841
1 35 0.009049
1 36 0.009253
1 37 0.009452
1 38 0.009647
1 39 0.009837
1 40 0.010022
1 41 0.010202
1 42 0.010378
1 43 0.010547
1 44 0.010713
1 45 0.010872
1 46 0.011027
1 47 0.011176
1 48 0.011320
1 49 0.011459
1 50 0.011593
1 51 0.011722
1 52 0.011846
1 53 0.011964
1 54 0.012078
1 55 0.012186
1 56 0.012291
1 57 0.012390
1 58 0.012486
1 59 0.012575
1 60 0.012662
1 61 0.012744
1 62 0.012822
1 63 0.012896
1 64 0.012967
1 65 0.013033
1 66 0.013098
1 67 0.013158
1 68 0.013216
1 69 0.013270
1 70 0.013323
1 71 0.013372
1 72 0.013421
1 73 0.013466
1 74 0.013510
1 75 0.013552
1 76 0.013593
1 77 0.013632
1 78 0.013672
1 79 0.013709
1 80 0.013746
1 81 0.013782
1 82 0.013819
1 83 0.013854
1 84 0.013890
1 85 0.013925
1 86 0.013961
1 87 0.013996
1 88 0.014034
1 89 0.014069
1 90 0.014107
1 91 0.014144
1 92 0.014183
1 93 0.014222
1 94 0.014262
1 95 0.014301
1 96 0.014343
1 97 0.014384
1 98 0.014427
1 99 0.014469
1 100 0.014513
1 101 0.014556
1 102 0.014601
1 103 0.014645
1 104 0.014690
1 105 0.014734
1 106 0.014780
1 107 0.014823
1 108 0.014868
1 109 0.014911
1 110 0.014954
1 111 0.014995
1 112 0.015037
1 113 0.015076
1 114 0.015114
1 115 0.015150
1 116 0.015185
1 117 0.015216
1 118 0.015246
1 119 0.015272
1 120 0.015297
1 121 0.015317
1 122 0.015335
1 123 0.015348
1 124 0.015358
1 125 0.015363
1 126 0.015364
1 127 0.015360
1 128 0.015352
1 129 0.015337
1 130 0.015319
1 131 0.015293
1 132 0.015263
1 133 0.015226
1 134 0.015184
1 135 0.015134
1 136 0.015079
1 137 0.015016
1 138 0.014948
1 139 0.014871
1 140 0.014789
1 141 0.014698
1 142 0.014602
1 143 0.014497
1 144 0.014387
1 145 0.014268
1 146 0.014143
1 147 0.014010
1 148 0.013871
1 149 0.013723
1 150 0.013570
1 151 0.013409
1 152 0.013242
1 153 0.013067
1 154 0.012887
1 155 0.012699
1 156 0.012506
1 157 0.012305
1 158 0.012100
1 159 0.011888
1 160 0.011671
